../fastqs/h1975_cell_line/P20417_1001_S1_L001_R1_001.fastq.gz,H1975_1
../fastqs/h1975_cell_line/P20417_1003_1004_merge.fastq.gz,H1975_2
../fastqs/h1975_cell_line/P20417_1005_1006_merge.fastq.gz,H1975_3
